Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
285,Dominick Barlow,22,PHI,PF,70,59,23.8,3.0,5.7,.537,0.3,1.2,.256,2.7,4.5,.610,.563,1.3,1.8,.717,1.9,2.9,4.8,1.2,0.9,0.8,0.8,2.1,7.7,,barlodo01
286,Chaney Johnson,23,BRK,SF,16,1,19.4,2.8,5.0,.563,0.6,1.7,.333,2.3,3.3,.679,.619,1.5,1.9,.800,1.8,2.4,4.1,2.1,0.9,0.6,1.2,3.0,7.7,,johnsch06
287,Bez Mbeng,22,UTA,SG,14,4,31.7,3.2,6.4,.500,0.4,1.9,.185,2.9,4.5,.635,.528,0.9,1.4,.650,1.3,2.5,3.8,3.8,2.1,0.4,1.3,3.1,7.7,,mbengbe01
288,Quinten Post,25,GSW,PF,67,35,17.3,2.9,6.6,.440,1.4,4.1,.336,1.5,2.4,.617,.546,0.5,0.6,.791,1.0,3.0,4.0,1.4,0.4,0.5,0.8,1.9,7.7,,postqu01
289,Leonard Miller,22,2TM,SF,45,11,15.2,3.0,5.6,.548,0.7,2.1,.326,2.4,3.4,.684,.610,0.9,1.2,.750,1.2,2.7,3.9,0.8,0.4,0.3,0.7,1.4,7.6,,millele01
289,Leonard Miller,22,MIN,SF,19,0,5.0,0.9,1.7,.545,0.1,0.6,.083,0.9,1.1,.810,.561,0.4,0.6,.636,0.4,0.9,1.3,0.3,0.2,0.0,0.5,0.6,2.3,,millele01
289,Leonard Miller,22,CHI,SF,26,11,22.7,4.6,8.3,.548,1.2,3.2,.361,3.4,5.2,.664,.618,1.2,1.6,.780,1.7,4.0,5.7,1.3,0.5,0.5,0.9,1.9,11.5,,millele01
290,Leaky Black,26,WAS,SF,14,9,30.3,2.9,7.1,.400,1.4,3.8,.358,1.5,3.4,.447,.495,0.5,0.6,.875,1.1,4.2,5.3,1.5,1.2,0.6,1.0,2.9,7.6,,blackle01
291,Gary Payton II,33,GSW,SG,72,1,15.7,3.3,5.7,.584,0.5,1.8,.294,2.8,4.0,.711,.628,0.4,0.6,.650,1.4,2.3,3.7,1.7,0.9,0.3,0.9,1.8,7.6,,paytoga02
292,Ousmane Dieng,22,2TM,C,56,19,18.9,2.9,6.9,.425,1.1,3.2,.352,1.8,3.7,.488,.506,0.5,0.8,.690,0.5,2.6,3.1,2.3,0.4,0.3,1.2,1.4,7.5,,diengou01
292,Ousmane Dieng,22,OKC,C,27,0,10.9,1.4,3.4,.418,0.7,1.8,.367,0.7,1.6,.476,.516,0.2,0.2,1.000,0.3,1.3,1.6,1.0,0.1,0.3,0.3,0.8,3.7,,diengou01
292,Ousmane Dieng,22,MIL,C,29,19,26.3,4.3,10.2,.427,1.6,4.5,.346,2.8,5.7,.491,.503,0.8,1.2,.639,0.7,3.8,4.5,3.4,0.8,0.3,2.1,1.9,11.0,,diengou01
293,Vince Williams Jr.,25,2TM,SG,40,12,20.5,2.6,7.3,.353,1.4,4.4,.311,1.2,2.9,.417,.447,1.0,1.3,.780,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,,willivi01
293,Vince Williams Jr.,25,MEM,PG,34,12,21.6,2.7,7.8,.352,1.4,4.7,.308,1.3,3.1,.419,.445,1.1,1.4,.804,1.0,3.0,4.0,4.4,0.8,0.4,1.9,2.1,8.0,,willivi01
293,Vince Williams Jr.,25,UTA,SG,6,0,14.0,1.7,4.7,.357,1.0,3.0,.333,0.7,1.7,.400,.464,0.3,0.7,.500,0.8,2.3,3.2,2.7,0.3,0.3,1.2,1.5,4.7,,willivi01
294,Jaxson Hayes,25,LAL,C,66,9,18.3,3.0,4.0,.756,0.0,0.0,1.000,3.0,3.9,.753,.761,1.5,2.3,.653,1.5,2.6,4.1,0.9,0.4,0.8,0.5,1.9,7.5,,hayesja02
295,Ryan Kalkbrenner,24,CHO,C,68,31,21.5,3.2,4.2,.749,0.0,0.1,.000,3.2,4.1,.762,.749,1.2,1.7,.713,2.4,3.0,5.5,0.8,0.5,1.5,0.9,1.6,7.5,,kalkbry01
296,Paul Reed,26,DET,C,64,10,13.7,3.1,5.1,.604,0.2,0.6,.325,2.9,4.5,.642,.623,1.1,1.7,.651,2.0,2.5,4.5,1.2,0.8,0.9,0.9,1.9,7.5,,reedpa01
297,Ja'Kobe Walter,21,TOR,SG,71,19,20.4,2.5,5.6,.444,1.5,3.7,.405,1.0,1.9,.519,.578,1.0,1.2,.784,0.8,1.8,2.6,1.2,1.0,0.2,0.5,2.3,7.5,,walteja01
298,Josh Minott,23,2TM,PF,49,11,17.0,2.6,5.1,.500,1.3,3.1,.418,1.3,2.0,.626,.627,1.0,1.2,.787,1.0,2.2,3.2,0.9,0.9,0.5,0.9,1.5,7.4,,minotjo01
298,Josh Minott,23,BOS,PF,33,10,15.9,2.1,4.1,.507,1.0,2.3,.442,1.1,1.8,.593,.632,0.6,0.8,.769,1.2,2.4,3.6,1.0,0.7,0.4,0.6,1.5,5.8,,minotjo01
298,Josh Minott,23,BRK,SF,16,1,19.3,3.6,7.3,.491,1.9,4.8,.395,1.7,2.5,.675,.621,1.8,2.2,.800,0.5,2.0,2.5,0.8,1.3,0.8,1.4,1.4,10.8,,minotjo01
299,Taylor Hendricks,22,2TM,PF,59,17,18.9,2.8,6.0,.459,1.1,3.1,.342,1.7,2.9,.585,.548,0.8,1.2,.681,1.1,2.6,3.7,0.9,0.8,0.5,0.8,1.7,7.4,,hendrta01
299,Taylor Hendricks,22,UTA,PF,33,6,14.9,1.8,3.9,.453,0.7,2.1,.343,1.0,1.8,.586,.547,0.7,1.0,.719,0.9,2.1,3.0,0.7,0.4,0.2,0.6,1.2,4.9,,hendrta01
299,Taylor Hendricks,22,MEM,PF,26,11,24.1,4.0,8.7,.463,1.5,4.4,.342,2.5,4.3,.584,.548,1.0,1.5,.650,1.4,3.3,4.7,1.2,1.4,0.8,1.2,2.3,10.6,,hendrta01
300,Caris LeVert,31,DET,SG,59,0,19.3,2.7,6.6,.418,1.0,3.0,.330,1.7,3.5,.493,.494,0.9,1.4,.675,0.4,1.6,2.0,2.7,0.9,0.7,1.4,1.5,7.4,,leverca01
301,Cameron Payne,31,PHI,PG,22,1,17.0,2.5,6.8,.376,1.5,4.4,.330,1.1,2.4,.462,.483,0.9,1.0,.864,0.1,1.9,2.0,2.6,1.1,0.3,0.5,1.4,7.4,,payneca01
302,Ben Saraf,19,BRK,SG,43,10,20.7,2.7,6.8,.389,0.4,2.1,.213,2.2,4.7,.466,.422,1.6,2.0,.833,0.4,1.7,2.1,3.3,0.8,0.2,2.2,1.7,7.4,,sarafbe01
303,Jose Alvarado,27,2TM,PG,68,2,19.6,2.7,6.4,.418,1.4,4.1,.349,1.2,2.3,.542,.530,0.5,0.7,.761,0.4,2.1,2.4,3.3,0.9,0.1,1.1,1.9,7.3,,alvarjo01
303,Jose Alvarado,27,NOP,PG,41,0,21.9,2.9,6.8,.418,1.7,4.7,.363,1.1,2.1,.540,.543,0.5,0.6,.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2.0,7.9,,alvarjo01
303,Jose Alvarado,27,NYK,PG,27,2,16.3,2.4,5.7,.418,1.0,3.1,.318,1.4,2.5,.544,.507,0.6,0.8,.682,0.3,1.6,1.9,3.7,1.0,0.1,1.1,1.7,6.3,,alvarjo01
304,Kris Dunn,31,LAC,PG,81,67,27.3,2.8,5.8,.477,1.0,2.6,.379,1.8,3.2,.556,.561,0.8,1.0,.765,0.7,2.6,3.3,3.6,1.6,0.2,1.3,2.3,7.3,,dunnkr01
305,Tyson Etienne,26,BRK,PG,23,2,14.9,2.3,5.6,.403,1.8,4.3,.418,0.5,1.3,.355,.562,1.0,1.2,.857,0.2,0.9,1.1,1.6,0.4,0.0,0.7,2.0,7.3,,etienty01
306,Nikola Jović,22,MIA,PF,47,1,17.2,2.4,6.7,.366,1.0,3.6,.269,1.5,3.1,.476,.438,1.5,2.1,.683,0.5,2.7,3.3,2.2,0.6,0.4,1.4,1.4,7.3,,jovicni01
307,John Poulakidas,22,DAL,SG,12,0,18.1,2.5,6.1,.411,1.9,5.1,.377,0.6,1.0,.583,.568,0.3,0.3,1.000,0.3,2.0,2.3,0.6,0.5,0.3,0.3,2.1,7.3,,poulajo01
308,Buddy Hield,33,2TM,SG,50,3,16.0,2.6,6.2,.424,1.3,4.0,.333,1.3,2.2,.593,.532,0.6,0.7,.811,0.5,1.7,2.3,1.4,0.8,0.2,0.9,1.1,7.2,,hieldbu01
308,Buddy Hield,33,GSW,SG,44,3,17.5,3.0,6.8,.433,1.5,4.4,.344,1.4,2.4,.600,.545,0.6,0.8,.794,0.6,1.9,2.5,1.5,0.8,0.2,1.0,1.3,8.0,,hieldbu01
308,Buddy Hield,33,ATL,SG,6,0,5.0,0.2,1.5,.111,0.0,1.0,.000,0.2,0.5,.333,.111,0.5,0.5,1.000,0.2,0.7,0.8,0.3,0.2,0.0,0.8,0.2,0.8,,hieldbu01
309,Seth Curry,35,GSW,SG,9,0,13.4,2.4,4.7,.524,1.1,2.3,.476,1.3,2.3,.571,.643,1.2,1.3,.917,0.4,0.8,1.2,0.9,0.3,0.0,0.2,0.8,7.2,,curryse01
310,Terance Mann,29,BRK,SG,63,51,24.3,2.7,5.8,.457,0.9,2.4,.364,1.8,3.4,.523,.533,1.0,1.3,.788,1.1,2.1,3.2,3.0,0.7,0.2,1.1,2.5,7.2,,mannte01
311,Kobe Sanders,23,LAC,SG,67,16,19.8,2.6,5.6,.466,1.2,2.9,.407,1.4,2.7,.527,.570,0.8,1.0,.815,0.4,1.8,2.2,1.6,0.7,0.1,1.2,2.1,7.2,,sandeko01
312,Pat Spencer,29,GSW,PG,65,14,18.6,2.8,6.6,.428,0.9,2.5,.358,1.9,4.0,.471,.496,0.7,0.9,.772,0.8,1.6,2.4,3.5,0.7,0.1,1.3,1.1,7.2,,spencpa01
313,Jaylin Williams,23,OKC,PF,65,11,19.6,2.3,5.4,.423,1.5,3.9,.383,0.8,1.5,.531,.563,1.1,1.4,.793,0.5,5.0,5.5,2.4,0.5,0.6,1.0,2.0,7.2,,willija07
314,MarJon Beauchamp,25,PHI,SF,13,1,14.9,2.5,5.7,.432,1.2,3.5,.348,1.2,2.2,.571,.541,0.9,1.3,.706,0.5,1.9,2.4,1.2,0.7,0.3,1.0,1.0,7.1,,beaucma01
315,Ben Sheppard,24,IND,SG,65,20,21.4,2.6,6.0,.434,1.3,3.6,.362,1.3,2.4,.542,.543,0.6,0.8,.765,0.7,2.3,3.0,1.8,0.6,0.1,0.6,1.8,7.1,,sheppbe01
316,Bogdan Bogdanović,33,LAC,SG,22,3,19.6,2.4,6.5,.371,1.3,4.0,.322,1.1,2.5,.446,.469,0.9,1.1,.800,0.3,2.3,2.5,2.3,0.5,0.0,1.2,2.0,7.0,,bogdabo01
317,Javonte Green,32,DET,SG,81,6,17.7,2.3,5.1,.445,1.1,3.0,.377,1.1,2.1,.545,.557,1.3,1.5,.840,0.8,2.0,2.8,0.7,1.2,0.3,0.6,1.3,7.0,,greenja02
318,Lawson Lovering,22,MEM,C,2,1,24.5,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,1.0,2.5,.400,3.0,4.5,7.5,1.5,1.5,0.5,1.0,3.5,7.0,,loverla01
319,Oscar Tshiebwe,26,UTA,C,26,5,16.0,3.1,4.9,.625,0.0,0.0,,3.1,4.9,.625,.625,0.8,1.6,.537,2.6,3.6,6.2,1.1,0.6,0.2,0.7,1.5,7.0,,tshieos01
320,Jamir Watkins,24,WAS,SG,49,6,20.4,2.6,5.8,.442,0.9,3.0,.282,1.7,2.7,.619,.516,1.1,1.6,.684,1.0,2.9,3.9,1.3,1.1,0.5,0.8,2.6,7.0,,watkija01
321,Grant Williams,27,CHO,PF,35,3,19.7,2.1,5.1,.419,1.4,3.7,.382,0.7,1.4,.521,.559,1.3,1.5,.815,1.3,2.6,3.9,1.5,0.5,0.5,0.9,1.6,7.0,,willigr01
322,Julian Strawther,23,DEN,SG,56,13,14.8,2.5,5.4,.467,1.0,2.5,.380,1.5,2.8,.544,.557,1.0,1.2,.818,0.2,1.7,1.9,1.0,0.4,0.1,0.6,1.3,6.9,,strawju01
323,Moritz Wagner,28,ORL,C,36,0,11.9,2.3,5.4,.426,0.6,1.9,.314,1.7,3.5,.488,.482,1.6,2.0,.819,0.8,2.4,3.2,0.8,0.4,0.1,0.5,1.6,6.9,,wagnemo01
324,Patrick Williams,24,CHI,PF,71,5,20.3,2.4,6.5,.374,1.3,3.7,.351,1.1,2.8,.404,.474,0.7,1.0,.716,0.7,2.3,3.0,1.4,0.6,0.4,1.0,1.3,6.9,,willipa01
325,Elijah Harkless,25,UTA,SG,26,9,21.0,2.1,6.2,.335,0.8,3.4,.239,1.3,2.8,.452,.401,1.9,2.5,.766,0.4,1.7,2.0,2.9,1.2,0.2,1.0,2.0,6.8,,harklej01
326,Keon Ellis,26,2TM,SG,72,11,20.5,2.3,5.3,.440,1.3,3.5,.363,1.1,1.8,.586,.559,0.7,1.0,.729,0.5,1.3,1.9,1.0,1.2,0.6,0.6,1.9,6.7,,elliske01
326,Keon Ellis,26,SAC,SG,43,5,17.6,1.9,4.9,.397,1.2,3.3,.368,0.7,1.5,.462,.524,0.5,0.7,.625,0.3,0.9,1.3,0.6,1.1,0.5,0.5,1.6,5.6,,elliske01
326,Keon Ellis,26,CLE,SG,29,6,24.8,3.0,6.0,.491,1.3,3.7,.355,1.7,2.3,.706,.600,1.1,1.3,.816,0.8,2.0,2.8,1.6,1.3,0.8,0.7,2.2,8.3,,elliske01
327,Isaiah Jackson,24,2TM,C,55,14,16.5,2.7,4.3,.637,0.0,0.1,.000,2.7,4.3,.645,.637,1.2,1.9,.648,2.1,3.2,5.3,0.9,0.7,0.9,1.1,2.7,6.7,,jacksis01
327,Isaiah Jackson,24,IND,C,38,14,16.8,2.5,4.3,.582,0.0,0.0,.000,2.5,4.3,.585,.582,1.3,1.9,.689,2.3,3.3,5.6,0.8,0.7,0.8,1.1,2.8,6.4,,jacksis01
327,Isaiah Jackson,24,LAC,C,17,0,15.9,3.2,4.2,.764,0.0,0.1,.000,3.2,4.1,.786,.764,1.0,1.8,.548,1.6,3.1,4.6,1.2,0.6,1.2,0.9,2.3,7.5,,jacksis01
328,Cole Anthony,25,MIL,PG,35,0,15.1,2.8,6.6,.424,0.6,2.1,.306,2.2,4.5,.478,.472,0.5,0.7,.615,0.5,2.0,2.5,3.5,0.6,0.3,1.9,2.1,6.7,,anthoco01
329,Kevin Love,37,UTA,PF,37,5,16.6,2.1,5.4,.397,1.4,3.8,.373,0.7,1.5,.456,.530,1.0,1.2,.841,1.5,4.3,5.8,1.8,0.4,0.2,0.8,1.5,6.7,,loveke01
330,Jamal Shead,23,TOR,PG,81,12,22.6,2.2,6.1,.365,1.0,3.2,.323,1.2,2.9,.412,.450,1.1,1.4,.784,0.3,1.4,1.8,5.4,0.9,0.2,1.4,2.0,6.7,,sheadja01
331,Robert Williams,28,POR,C,58,1,17.0,3.0,4.2,.707,0.2,0.4,.391,2.8,3.8,.740,.726,0.6,1.0,.596,2.4,4.6,7.0,1.0,0.6,1.5,0.8,1.2,6.7,,williro04
332,Ethan Thompson,26,IND,SG,31,12,19.8,2.2,5.9,.379,1.1,3.5,.324,1.1,2.4,.459,.475,1.0,1.3,.780,0.5,1.6,2.1,1.6,0.6,0.3,0.7,2.2,6.6,,thompet01
333,Trendon Watford,25,PHI,PF,52,7,16.5,2.6,5.1,.513,0.2,1.0,.200,2.4,4.2,.585,.532,1.2,1.5,.779,0.7,2.6,3.4,2.5,0.3,0.4,1.2,2.0,6.6,,watfotr01
334,Jevon Carter,30,2TM,PG,52,1,16.4,2.3,5.8,.401,1.5,4.1,.363,0.9,1.8,.489,.528,0.3,0.4,.789,0.3,1.4,1.7,1.7,0.8,0.2,0.7,1.1,6.5,,carteje01
334,Jevon Carter,30,CHI,PG,23,0,11.0,1.8,4.5,.398,1.4,3.4,.410,0.4,1.1,.360,.553,0.4,0.4,1.000,0.2,0.9,1.1,0.8,0.6,0.1,0.5,0.8,5.4,,carteje01
334,Jevon Carter,30,ORL,PG,29,1,20.7,2.8,6.9,.403,1.6,4.6,.336,1.2,2.3,.537,.515,0.2,0.3,.556,0.3,1.8,2.1,2.3,0.9,0.3,0.8,1.3,7.3,,carteje01
335,Oso Ighodaro,23,PHO,PF,81,23,22.2,2.9,4.5,.656,0.0,0.0,.000,2.9,4.5,.657,.656,0.7,1.4,.453,1.7,3.4,5.1,2.2,0.9,0.7,1.2,2.7,6.5,,ighodos01
336,Luke Kornet,30,SAS,C,68,25,21.0,2.6,4.0,.643,0.0,0.0,,2.6,4.0,.643,.643,1.4,1.7,.825,2.7,3.4,6.1,1.9,0.5,1.0,0.4,1.8,6.5,,kornelu01
337,Ryan Nembhard,22,DAL,PG,59,26,19.2,2.6,6.4,.412,0.8,2.3,.353,1.8,4.2,.443,.474,0.4,0.5,.793,0.2,1.9,2.1,5.0,0.4,0.0,1.4,1.4,6.5,,nembhry01
338,Drake Powell,20,BRK,SG,62,23,20.9,2.3,5.6,.405,0.8,2.9,.287,1.5,2.7,.529,.478,1.1,1.2,.893,0.3,1.4,1.8,1.5,0.6,0.2,0.9,1.4,6.5,,poweldr01
339,Will Richard,23,GSW,SG,68,21,19.9,2.4,5.0,.472,1.0,3.1,.340,1.3,2.0,.679,.576,0.7,0.8,.852,1.0,1.5,2.5,1.4,1.2,0.1,0.8,1.9,6.5,,richawi02
340,Tyrese Martin,26,2TM,SG,45,6,17.2,2.4,6.2,.394,1.2,3.7,.321,1.2,2.5,.500,.489,0.4,0.6,.679,0.8,1.8,2.6,1.7,0.6,0.1,0.9,0.7,6.4,,martity01
340,Tyrese Martin,26,BRK,SG,37,6,18.8,2.7,6.9,.392,1.4,4.1,.336,1.3,2.8,.476,.492,0.5,0.7,.731,0.9,2.0,2.9,1.9,0.6,0.1,0.9,0.8,7.3,,martity01
340,Tyrese Martin,26,PHI,SG,8,0,9.9,1.1,2.8,.409,0.3,1.6,.154,0.9,1.1,.778,.455,0.0,0.3,.000,0.3,1.0,1.3,1.1,0.4,0.3,0.9,0.4,2.5,,martity01
341,Kenrich Williams,31,OKC,PF,55,2,14.9,2.5,5.2,.475,0.9,2.2,.390,1.6,2.9,.540,.560,0.6,0.9,.640,1.0,2.2,3.2,1.3,0.6,0.1,0.8,1.0,6.4,,willike04
342,Andre Drummond,32,PHI,C,62,25,19.5,2.5,5.3,.471,0.5,1.4,.345,2.0,3.9,.517,.517,0.9,1.4,.631,3.1,5.3,8.4,1.2,0.6,0.8,1.0,2.0,6.3,,drumman01
343,David Roddy,24,DEN,PF,4,0,10.0,2.3,4.3,.529,0.8,2.5,.300,1.5,1.8,.857,.618,1.0,1.0,1.000,0.3,1.5,1.8,0.5,0.8,0.3,0.5,1.0,6.3,,roddyda01
344,Jalen Wilson,25,BRK,PF,53,2,15.7,2.0,5.1,.398,1.0,2.9,.355,1.0,2.2,.453,.498,1.2,1.7,.733,0.3,1.7,2.0,0.9,0.4,0.0,0.7,1.5,6.3,,wilsoja03
345,Kyle Anderson,32,3TM,SF,43,5,19.8,2.5,4.7,.530,0.1,0.3,.364,2.4,4.4,.539,.540,1.1,1.6,.706,1.0,2.5,3.5,2.9,1.0,0.6,0.9,2.2,6.2,,anderky01
345,Kyle Anderson,32,UTA,SF,20,0,20.1,2.9,5.5,.523,0.2,0.3,.600,2.7,5.2,.519,.537,1.3,1.9,.658,1.0,2.4,3.3,3.1,1.2,0.5,0.9,2.3,7.1,,anderky01
345,Kyle Anderson,32,MEM,SF,4,3,22.3,3.8,4.8,.789,0.3,0.3,1.000,3.5,4.5,.778,.816,1.5,2.0,.750,0.8,2.8,3.5,0.8,1.5,1.0,1.8,3.0,9.3,,anderky01
345,Kyle Anderson,32,MIN,SF,19,2,19.1,1.8,3.9,.473,0.0,0.3,.000,1.8,3.6,.507,.473,0.9,1.2,.773,1.1,2.6,3.7,3.3,0.8,0.6,0.8,2.0,4.6,,anderky01
346,Thomas Bryant,28,CLE,C,60,1,12.2,2.3,4.5,.506,0.8,2.2,.359,1.5,2.3,.647,.594,0.9,1.1,.803,1.0,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2,,bryanth01
347,Alex Caruso,31,OKC,SG,56,0,18.2,2.3,5.4,.423,0.9,3.2,.293,1.3,2.1,.622,.512,0.7,0.9,.804,0.5,2.3,2.8,2.0,1.3,0.3,0.9,1.2,6.2,,carusal01
348,Kasparas Jakučionis,19,MIA,PG,52,12,17.8,1.9,4.5,.421,1.2,3.0,.416,0.7,1.6,.432,.557,1.1,1.3,.879,0.8,1.8,2.6,2.5,0.6,0.1,0.9,1.9,6.2,,jakucka01
349,Tidjane Salaün,20,CHO,PF,36,0,15.9,2.2,4.4,.506,1.0,2.3,.434,1.2,2.1,.587,.620,0.7,1.1,.650,0.7,3.4,4.1,0.8,0.4,0.2,0.7,1.5,6.2,,salauti01
350,Rob Dillingham,21,2TM,PG,64,0,14.7,2.4,6.2,.386,0.6,2.0,.320,1.7,4.2,.417,.438,0.6,0.8,.765,0.3,1.7,2.0,2.2,0.7,0.1,1.5,1.8,6.0,,dilliro01
350,Rob Dillingham,21,MIN,PG,35,0,9.3,1.3,4.0,.333,0.3,0.9,.364,1.0,3.1,.324,.376,0.4,0.6,.750,0.1,1.0,1.2,1.7,0.5,0.1,1.0,1.0,3.5,,dilliro01
350,Rob Dillingham,21,CHI,PG,29,0,21.2,3.6,8.7,.415,1.0,3.3,.305,2.6,5.4,.481,.472,0.8,1.1,.774,0.5,2.4,2.9,2.8,0.9,0.1,2.0,2.6,9.1,,dilliro01
351,Gradey Dick,22,TOR,SG,75,1,14.2,2.1,5.1,.421,0.7,2.5,.301,1.4,2.6,.536,.495,1.0,1.2,.874,0.6,1.4,2.0,0.7,0.6,0.1,0.6,1.3,6.0,,dickgr01
352,Jahmai Mashack,23,MEM,SG,30,6,21.2,2.4,6.1,.399,0.6,2.2,.258,1.9,3.9,.479,.445,0.6,1.1,.529,0.8,1.9,2.7,1.9,1.2,0.4,1.5,2.0,6.0,,mashaja01
353,Nick Smith Jr.,21,LAL,SG,29,1,12.3,2.2,5.2,.433,1.1,2.8,.400,1.1,2.4,.471,.540,0.4,0.5,.733,0.1,0.7,0.8,1.0,0.3,0.1,0.7,1.0,6.0,,smithni01
354,Goga Bitadze,26,ORL,C,63,3,15.2,2.4,3.5,.673,0.0,0.2,.182,2.3,3.4,.698,.677,1.1,1.5,.716,2.1,2.8,5.0,1.3,0.6,1.0,0.7,2.1,5.9,,bitadgo01
355,Justin Edwards,22,PHI,SF,63,12,15.2,2.2,4.9,.446,1.0,2.7,.360,1.2,2.1,.556,.547,0.5,0.6,.846,0.4,1.1,1.5,1.2,0.8,0.2,0.6,1.4,5.9,,edwarju01
356,Nick Richards,28,2TM,C,48,6,14.6,2.1,4.2,.512,0.1,0.4,.278,2.0,3.8,.536,.525,1.4,2.1,.644,1.6,3.5,5.1,0.3,0.2,0.7,1.2,1.8,5.8,,richani01
356,Nick Richards,28,PHO,C,28,2,9.1,1.3,2.5,.493,0.0,0.0,,1.3,2.5,.493,.493,0.7,1.0,.679,1.3,2.0,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,richani01
356,Nick Richards,28,CHI,C,20,4,22.4,3.4,6.5,.523,0.3,0.9,.278,3.2,5.6,.563,.542,2.3,3.7,.630,2.1,5.5,7.6,0.4,0.3,0.9,1.7,2.5,9.4,,richani01
357,Steven Adams,32,HOU,C,32,11,22.8,2.2,4.3,.504,0.0,0.0,,2.2,4.3,.504,.504,1.5,2.5,.580,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,adamsst01
358,Kris Murray,25,POR,SF,56,15,23.3,2.3,4.9,.463,0.6,2.1,.267,1.7,2.7,.618,.522,0.7,1.0,.691,1.6,2.0,3.6,1.4,0.9,0.4,0.8,1.6,5.8,,murrakr01
359,Matisse Thybulle,28,POR,SG,29,0,16.3,1.9,4.5,.431,1.2,3.1,.400,0.7,1.4,.500,.569,0.7,0.9,.840,0.6,1.4,2.0,0.9,2.1,0.6,1.0,1.4,5.8,,thybuma01
360,Dean Wade,29,CLE,PF,59,38,22.3,2.1,4.7,.439,1.2,3.3,.362,0.9,1.4,.622,.567,0.5,0.6,.711,0.9,3.3,4.2,1.5,0.7,0.4,0.3,1.5,5.8,,wadede01
361,Anthony Gill,33,WAS,PF,54,7,17.1,2.4,3.9,.620,0.3,0.8,.333,2.1,3.0,.699,.656,0.6,0.9,.739,1.1,1.8,2.8,1.3,0.6,0.4,0.6,1.6,5.7,,gillan01
362,Karlo Matković,24,NOP,PF,62,2,14.7,2.3,3.8,.604,0.6,1.5,.422,1.7,2.3,.717,.685,0.5,0.7,.732,1.2,2.5,3.7,0.8,0.4,0.9,0.5,1.7,5.7,,matkoka01
363,Yves Missi,21,NOP,C,66,14,19.7,2.4,4.5,.544,0.0,0.0,.000,2.4,4.4,.546,.544,0.9,1.5,.559,2.8,3.1,5.8,1.3,0.3,1.5,0.8,1.7,5.7,,missiyv01
364,Mitchell Robinson,27,NYK,C,60,16,19.6,2.5,3.4,.723,0.0,0.0,,2.5,3.4,.723,.723,0.7,1.7,.408,4.2,4.6,8.8,0.9,0.9,1.2,0.7,2.1,5.7,,robinmi01
365,Guerschon Yabusele,30,2TM,C,67,19,15.0,1.9,4.7,.401,1.0,2.9,.352,0.8,1.7,.483,.511,0.8,1.1,.750,0.8,2.7,3.5,0.9,0.4,0.2,0.6,1.2,5.6,,yabusgu01
365,Guerschon Yabusele,30,NYK,C,41,0,8.9,1.0,2.6,.393,0.5,1.7,.294,0.5,1.0,.564,.486,0.2,0.3,.667,0.6,1.5,2.1,0.4,0.1,0.1,0.4,0.9,2.7,,yabusgu01
365,Guerschon Yabusele,30,CHI,C,26,19,24.7,3.2,7.9,.405,1.9,4.9,.383,1.3,3.0,.442,.524,1.8,2.3,.767,1.2,4.4,5.7,1.7,0.8,0.4,1.0,1.7,10.0,,yabusgu01
366,Kobe Brown,26,2TM,PF,60,9,15.5,2.0,4.3,.465,0.8,2.2,.364,1.2,2.1,.571,.558,0.8,0.9,.804,1.1,1.9,3.0,1.3,0.4,0.2,0.9,1.1,5.6,,brownko01
366,Kobe Brown,26,LAC,PF,34,0,8.7,1.0,2.5,.393,0.4,1.4,.265,0.6,1.0,.571,.470,0.6,0.8,.808,0.5,1.0,1.6,0.8,0.3,0.1,0.4,0.5,2.9,,brownko01
366,Kobe Brown,26,IND,PF,26,9,24.3,3.3,6.7,.500,1.3,3.2,.422,2.0,3.5,.571,.601,0.9,1.2,.800,1.8,3.0,4.8,2.0,0.5,0.4,1.4,2.0,9.0,,brownko01
367,Ryan Dunn,23,PHO,SF,69,15,19.3,2.3,5.1,.444,0.8,2.4,.325,1.5,2.7,.551,.521,0.3,0.6,.477,1.4,2.7,4.1,1.4,0.9,0.4,0.8,1.9,5.6,,dunnry01
368,Tre Mann,24,CHO,PG,52,1,12.8,2.1,5.8,.361,1.0,3.0,.323,1.1,2.8,.401,.444,0.4,0.5,.852,0.4,1.4,1.8,1.7,0.5,0.1,1.0,1.3,5.6,,manntr01
369,Doug McDermott,34,SAC,SF,28,0,14.8,1.9,4.8,.388,1.6,4.3,.387,0.2,0.5,.400,.560,0.3,0.3,1.000,0.3,1.0,1.2,0.8,0.2,0.1,0.5,0.9,5.6,,mcderdo01
